id,created_when,started_when,account_id,from_state,to_state,previous_state_transition_id
245,2020-03-12 20:03:39.952277,2020-01-11 10:06:48.518760,4,ENABLED,DISABLED,244
246,2020-03-12 20:03:40.011657,2020-01-13 14:50:45.571392,4,DISABLED,ENABLED,245
247,2020-03-12 20:03:40.011657,2020-01-18 01:28:54.413497,4,ENABLED,DISABLED,246
248,2020-03-12 20:03:40.075167,2020-01-20 07:10:58.571392,4,DISABLED,ENABLED,247
249,2020-03-12 20:03:40.075167,2020-01-24 17:49:07.413497,4,ENABLED,DISABLED,248
250,2020-03-12 20:03:40.142201,2020-01-28 05:12:17.571392,4,DISABLED,ENABLED,249
251,2020-03-12 20:03:40.142201,2020-02-01 15:50:26.413497,4,ENABLED,DISABLED,250
252,2020-03-12 20:03:40.238492,2020-02-02 16:59:13.571392,4,DISABLED,ENABLED,251
253,2020-03-12 20:03:40.238492,2020-02-06 14:42:48.308234,4,ENABLED,DISABLED,252
254,2020-03-12 20:03:40.309113,2020-02-09 17:08:19.571392,4,DISABLED,ENABLED,253
255,2020-03-12 20:03:40.309113,2020-02-14 04:50:08.202971,4,ENABLED,DISABLED,254
256,2020-03-12 20:03:40.381204,2020-02-16 05:53:16.571392,4,DISABLED,ENABLED,255
257,2020-03-12 20:03:40.381204,2020-02-20 06:37:14.045076,4,ENABLED,DISABLED,256
258,2020-03-12 20:03:40.459370,2020-02-25 04:28:59.571392,4,DISABLED,UNLOCKED,257
425,2020-03-12 20:03:41.980224,2019-10-31 22:36:23.571392,5,CREATED,ENABLED,
426,2020-03-12 20:03:41.980224,2019-11-20 07:20:51.360866,5,ENABLED,DISABLED,425
427,2020-03-12 20:03:41.980224,2019-11-21 14:30:00.571392,5,DISABLED,ENABLED,426
428,2020-03-12 20:03:41.980224,2019-11-24 03:09:25.202971,5,ENABLED,DISABLED,427
429,2020-03-12 20:03:41.980224,2019-12-05 00:24:06.571392,5,DISABLED,ENABLED,428
430,2020-03-12 20:03:41.980224,2019-12-07 13:03:31.202971,5,ENABLED,DISABLED,429
431,2020-03-12 20:03:41.980224,2019-12-19 19:52:59.571392,5,DISABLED,ENABLED,430
432,2020-03-12 20:03:41.980224,2019-12-22 06:03:51.360866,5,ENABLED,DISABLED,431
433,2020-03-12 20:03:41.980224,2019-12-24 17:39:45.571392,5,DISABLED,ENABLED,432
434,2020-03-12 20:03:41.980224,2019-12-27 08:47:43.045076,5,ENABLED,DISABLED,433
435,2020-03-12 20:03:41.980224,2020-01-30 20:53:06.571392,5,DISABLED,ENABLED,434
436,2020-03-12 20:03:41.980224,2020-02-02 15:43:53.308234,5,ENABLED,DISABLED,435
437,2020-03-12 20:03:41.980224,2020-02-11 22:40:33.571392,5,DISABLED,ENABLED,436
438,2020-03-12 20:03:41.980224,2020-02-14 13:48:31.045076,5,ENABLED,DISABLED,437
439,2020-03-12 20:03:41.980224,2020-02-19 10:37:22.571392,5,DISABLED,ENABLED,438
440,2020-03-12 20:03:41.980224,2020-02-21 22:44:57.308234,5,ENABLED,DISABLED,439
441,2020-03-12 20:03:41.980224,2020-02-27 04:52:32.571392,5,DISABLED,ENABLED,440
442,2020-03-12 20:03:41.980224,2020-02-29 20:42:56.571392,5,ENABLED,DISABLED,441
443,2020-03-12 20:03:41.980224,2020-03-05 01:00:17.571392,5,DISABLED,ENABLED,442
444,2020-03-12 20:03:41.980224,2020-03-12 01:00:17.571392,5,ENABLED,DISABLED,443
445,2020-03-12 20:03:42.434587,2019-09-29 13:04:45.571392,6,CREATED,ENABLED,
446,2020-03-12 20:03:42.434587,2019-10-17 22:28:37.992445,6,ENABLED,DISABLED,445
447,2020-03-12 20:03:42.737014,2019-10-20 01:51:35.571392,6,DISABLED,ENABLED,446
448,2020-03-12 20:03:42.737014,2019-10-22 05:29:51.992445,6,ENABLED,DISABLED,447
449,2020-03-12 20:03:42.794072,2019-10-26 15:30:44.571392,6,DISABLED,ENABLED,448
450,2020-03-12 20:03:42.794072,2019-10-28 19:09:00.992445,6,ENABLED,DISABLED,449
451,2020-03-12 20:03:42.857534,2019-11-02 15:50:26.571392,6,DISABLED,ENABLED,450
452,2020-03-12 20:03:42.857534,2019-11-05 00:47:01.939813,6,ENABLED,DISABLED,451
453,2020-03-12 20:03:42.922341,2019-11-07 18:05:53.571392,6,DISABLED,ENABLED,452
454,2020-03-12 20:03:42.922341,2019-11-09 22:15:59.887181,6,ENABLED,DISABLED,453
455,2020-03-12 20:03:43.016932,2019-11-15 19:50:50.571392,6,DISABLED,ENABLED,454
456,2020-03-12 20:03:43.016932,2019-11-17 23:29:06.992445,6,ENABLED,DISABLED,455
457,2020-03-12 20:03:43.118243,2019-11-22 09:21:11.571392,6,DISABLED,ENABLED,456
458,2020-03-12 20:03:43.118243,2019-11-24 12:27:38.097708,6,ENABLED,DISABLED,457
459,2020-03-12 20:03:43.192106,2019-11-29 12:52:51.571392,6,DISABLED,ENABLED,458
460,2020-03-12 20:03:43.192106,2019-12-01 20:45:47.150339,6,ENABLED,DISABLED,459
461,2020-03-12 20:03:43.292821,2019-12-06 13:10:40.571392,6,DISABLED,ENABLED,460
462,2020-03-12 20:03:43.292821,2019-12-08 21:35:26.045076,6,ENABLED,DISABLED,461
463,2020-03-12 20:03:43.396023,2019-12-13 03:38:05.571392,6,DISABLED,ENABLED,462
464,2020-03-12 20:03:43.396023,2019-12-15 04:15:59.255603,6,ENABLED,DISABLED,463
465,2020-03-12 20:03:43.503276,2019-12-22 07:49:28.571392,6,DISABLED,ENABLED,464
466,2020-03-12 20:03:43.503276,2019-12-24 09:52:15.308234,6,ENABLED,DISABLED,465
467,2020-03-12 20:03:43.611020,2019-12-27 03:39:43.571392,6,DISABLED,ENABLED,466
468,2020-03-12 20:03:43.611020,2019-12-29 03:13:57.466129,6,ENABLED,DISABLED,467
469,2020-03-12 20:03:43.724620,2020-01-05 09:40:22.571392,6,DISABLED,ENABLED,468
470,2020-03-12 20:03:43.724620,2020-01-07 17:01:28.255603,6,ENABLED,DISABLED,469
471,2020-03-12 20:03:43.809337,2020-01-11 12:18:32.571392,6,DISABLED,ENABLED,470
472,2020-03-12 20:03:43.809337,2020-01-13 15:24:59.097708,6,ENABLED,DISABLED,471
473,2020-03-12 20:03:43.893823,2020-01-18 13:10:17.571392,6,DISABLED,ENABLED,472
474,2020-03-12 20:03:43.893823,2020-01-20 20:31:23.255603,6,ENABLED,DISABLED,473
475,2020-03-12 20:03:43.978245,2020-01-24 17:53:36.571392,6,DISABLED,ENABLED,474
476,2020-03-12 20:03:43.978245,2020-01-27 00:42:52.360866,6,ENABLED,DISABLED,475
477,2020-03-12 20:03:44.063749,2020-01-30 20:52:56.571392,6,DISABLED,ENABLED,476
478,2020-03-12 20:03:44.063749,2020-02-02 04:14:02.255603,6,ENABLED,DISABLED,477
479,2020-03-12 20:03:44.178746,2020-02-07 00:33:23.571392,6,DISABLED,ENABLED,478
480,2020-03-12 20:03:44.178746,2020-02-08 23:35:47.571392,6,ENABLED,DISABLED,479
481,2020-03-12 20:03:44.300255,2020-02-16 10:24:58.571392,6,DISABLED,ENABLED,480
482,2020-03-12 20:03:44.300255,2020-02-18 12:27:45.308234,6,ENABLED,DISABLED,481
483,2020-03-12 20:03:44.402369,2020-02-20 18:54:47.571392,6,DISABLED,UNLOCKED,482
644,2020-03-12 20:03:47.076302,2019-10-10 12:49:10.571392,9,CREATED,ENABLED,
645,2020-03-12 20:03:47.076302,2019-10-31 02:12:32.676655,9,ENABLED,DISABLED,644
646,2020-03-12 20:03:47.446745,2019-11-06 09:38:15.571392,9,DISABLED,ENABLED,645
647,2020-03-12 20:03:47.446745,2019-11-08 21:24:37.045076,9,ENABLED,DISABLED,646
648,2020-03-12 20:03:47.510465,2019-11-14 00:35:14.571392,9,DISABLED,ENABLED,647
649,2020-03-12 20:03:47.510465,2019-11-16 05:49:00.676655,9,ENABLED,DISABLED,648
650,2020-03-12 20:03:47.581569,2019-11-18 15:12:25.571392,9,DISABLED,ENABLED,649
651,2020-03-12 20:03:47.581569,2019-11-20 21:29:51.466129,9,ENABLED,DISABLED,650
652,2020-03-12 20:03:47.648007,2019-11-25 13:33:17.571392,9,DISABLED,ENABLED,651
653,2020-03-12 20:03:47.648007,2019-11-27 20:22:33.360866,9,ENABLED,DISABLED,652
654,2020-03-12 20:03:47.715057,2019-12-04 05:54:32.571392,9,DISABLED,ENABLED,653
655,2020-03-12 20:03:47.715057,2019-12-06 16:05:24.360866,9,ENABLED,DISABLED,654
656,2020-03-12 20:03:47.786126,2019-12-12 00:09:42.571392,9,DISABLED,ENABLED,655
657,2020-03-12 20:03:47.786126,2019-12-14 05:55:18.571392,9,ENABLED,DISABLED,656
658,2020-03-12 20:03:47.854852,2019-12-16 13:59:42.571392,9,DISABLED,ENABLED,657
659,2020-03-12 20:03:47.854852,2019-12-18 19:45:18.571392,9,ENABLED,DISABLED,658
660,2020-03-12 20:03:47.925114,2019-12-25 18:26:37.571392,9,DISABLED,ENABLED,659
661,2020-03-12 20:03:47.925114,2019-12-27 20:50:37.571392,9,ENABLED,DISABLED,660
662,2020-03-12 20:03:48.000634,2019-12-30 23:11:14.571392,9,DISABLED,ENABLED,661
663,2020-03-12 20:03:48.000634,2020-01-02 03:21:20.887181,9,ENABLED,DISABLED,662
664,2020-03-12 20:03:48.391904,2020-01-08 04:37:07.571392,9,DISABLED,ENABLED,663
665,2020-03-12 20:03:48.391904,2020-01-10 09:19:03.781918,9,ENABLED,DISABLED,664
666,2020-03-12 20:03:48.508063,2020-01-16 03:21:08.571392,9,DISABLED,ENABLED,665
667,2020-03-12 20:03:48.508063,2020-01-18 08:34:54.676655,9,ENABLED,DISABLED,666
668,2020-03-12 20:03:48.588383,2020-01-21 08:53:51.571392,9,DISABLED,ENABLED,667
669,2020-03-12 20:03:48.588383,2020-01-23 11:49:41.466129,9,ENABLED,DISABLED,668
670,2020-03-12 20:03:48.667612,2020-01-27 19:45:06.571392,9,DISABLED,ENABLED,669
671,2020-03-12 20:03:48.667612,2020-01-29 22:40:56.466129,9,ENABLED,DISABLED,670
672,2020-03-12 20:03:48.779873,2020-02-04 06:10:39.571392,9,DISABLED,ENABLED,671
673,2020-03-12 20:03:48.779873,2020-02-06 17:25:11.150339,9,ENABLED,DISABLED,672
674,2020-03-12 20:03:48.867572,2020-02-12 23:30:49.571392,9,DISABLED,ENABLED,673
675,2020-03-12 20:03:48.867572,2020-02-15 10:13:31.255603,9,ENABLED,DISABLED,674
676,2020-03-12 20:03:48.986445,2020-02-17 23:43:07.571392,9,DISABLED,ENABLED,675
677,2020-03-12 20:03:48.986445,2020-02-20 08:07:53.045076,9,ENABLED,DISABLED,676
678,2020-03-12 20:03:49.109880,2020-02-25 23:38:15.571392,9,DISABLED,ENABLED,677
679,2020-03-12 20:03:49.109880,2020-02-28 09:49:07.360866,9,ENABLED,DISABLED,678
680,2020-03-12 20:03:49.246836,2020-03-04 07:45:50.571392,9,DISABLED,UNLOCKED,679
681,2020-03-12 20:03:49.748264,2019-12-15 03:38:31.571392,10,CREATED,ENABLED,
682,2020-03-12 20:03:49.748264,2020-01-16 10:12:37.887182,10,ENABLED,DISABLED,681
683,2020-03-12 20:03:50.155631,2020-01-17 09:04:33.571392,10,DISABLED,ENABLED,682
684,2020-03-12 20:03:50.155631,2020-01-21 23:46:44.939813,10,ENABLED,DISABLED,683
685,2020-03-12 20:03:50.215936,2020-01-23 17:25:12.571392,10,DISABLED,ENABLED,684
686,2020-03-12 20:03:50.215936,2020-01-28 01:34:48.571392,10,ENABLED,DISABLED,685
687,2020-03-12 20:03:50.282444,2020-01-31 12:45:26.571392,10,DISABLED,ENABLED,686
688,2020-03-12 20:03:50.282444,2020-02-04 21:58:42.360866,10,ENABLED,DISABLED,687
689,2020-03-12 20:03:50.385172,2020-02-06 06:16:29.571392,10,DISABLED,ENABLED,688
690,2020-03-12 20:03:50.385172,2020-02-11 02:27:36.518760,10,ENABLED,DISABLED,689
691,2020-03-12 20:03:50.498119,2020-02-13 16:53:51.571392,10,DISABLED,ENABLED,690
692,2020-03-12 20:03:50.498119,2020-02-18 15:22:54.729287,10,ENABLED,DISABLED,691
693,2020-03-12 20:03:50.585713,2020-02-21 15:48:49.571392,10,DISABLED,UNLOCKED,692
694,2020-03-12 20:03:51.071463,2019-09-22 00:50:52.571392,11,CREATED,ENABLED,
695,2020-03-12 20:03:51.071463,2019-10-09 23:38:07.097708,11,ENABLED,DISABLED,694
696,2020-03-12 20:03:51.397362,2019-10-12 04:23:15.571392,11,DISABLED,ENABLED,695
697,2020-03-12 20:03:51.397362,2019-10-14 07:40:18.729287,11,ENABLED,DISABLED,696
698,2020-03-12 20:03:51.456559,2019-10-18 12:07:49.571392,11,DISABLED,ENABLED,697
699,2020-03-12 20:03:51.456559,2019-10-20 09:55:57.150339,11,ENABLED,DISABLED,698
700,2020-03-12 20:03:51.525620,2019-10-25 15:48:43.571392,11,DISABLED,ENABLED,699
701,2020-03-12 20:03:51.525620,2019-10-27 16:05:23.992445,11,ENABLED,DISABLED,700
702,2020-03-12 20:03:51.627177,2019-11-01 18:15:57.571392,11,DISABLED,ENABLED,701
703,2020-03-12 20:03:51.627177,2019-11-04 00:01:33.571392,11,ENABLED,DISABLED,702
704,2020-03-12 20:03:51.698861,2019-11-09 04:10:19.571392,11,DISABLED,ENABLED,703
705,2020-03-12 20:03:51.698861,2019-11-11 01:05:23.992445,11,ENABLED,DISABLED,704
706,2020-03-12 20:03:51.808403,2019-11-14 01:19:17.571392,11,DISABLED,ENABLED,705
707,2020-03-12 20:03:51.808403,2019-11-16 06:11:50.413497,11,ENABLED,DISABLED,706
708,2020-03-12 20:03:51.889694,2019-11-23 08:49:12.571392,11,DISABLED,ENABLED,707
709,2020-03-12 20:03:51.889694,2019-11-25 09:37:42.887181,11,ENABLED,DISABLED,708
710,2020-03-12 20:03:51.968199,2019-11-28 03:57:43.571392,11,DISABLED,ENABLED,709
711,2020-03-12 20:03:51.968199,2019-11-30 08:50:16.413497,11,ENABLED,DISABLED,710
712,2020-03-12 20:03:52.046680,2019-12-06 13:46:22.571392,11,DISABLED,ENABLED,711
713,2020-03-12 20:03:52.046680,2019-12-08 18:38:55.413497,11,ENABLED,DISABLED,712
714,2020-03-12 20:03:52.127491,2019-12-12 21:12:20.571392,11,DISABLED,ENABLED,713
715,2020-03-12 20:03:52.127491,2019-12-15 02:36:43.308234,11,ENABLED,DISABLED,714
716,2020-03-12 20:03:52.247053,2019-12-19 20:36:38.571392,11,DISABLED,ENABLED,715
717,2020-03-12 20:03:52.247053,2019-12-21 17:52:56.255603,11,ENABLED,DISABLED,716
718,2020-03-12 20:03:52.364919,2019-12-28 22:40:50.571392,11,DISABLED,ENABLED,717
719,2020-03-12 20:03:52.364919,2019-12-31 00:01:10.781918,11,ENABLED,DISABLED,718
720,2020-03-12 20:03:52.484335,2020-01-04 23:57:11.571392,11,DISABLED,ENABLED,719
721,2020-03-12 20:03:52.484335,2020-01-07 05:21:34.308234,11,ENABLED,DISABLED,720
722,2020-03-12 20:03:52.576505,2020-01-11 12:33:23.571392,11,DISABLED,ENABLED,721
723,2020-03-12 20:03:52.576505,2020-01-13 16:54:06.518760,11,ENABLED,DISABLED,722
724,2020-03-12 20:03:52.700006,2020-01-18 17:09:45.571392,11,DISABLED,ENABLED,723
725,2020-03-12 20:03:52.700006,2020-01-20 19:33:45.571392,11,ENABLED,DISABLED,724
726,2020-03-12 20:03:52.793204,2020-01-24 14:28:09.571392,11,DISABLED,ENABLED,725
727,2020-03-12 20:03:52.793204,2020-01-26 20:13:45.571392,11,ENABLED,DISABLED,726
728,2020-03-12 20:03:52.885925,2020-01-30 06:29:33.571392,11,DISABLED,ENABLED,727
729,2020-03-12 20:03:52.885925,2020-02-01 11:22:06.413497,11,ENABLED,DISABLED,728
730,2020-03-12 20:03:52.980232,2020-02-08 23:04:25.571392,11,DISABLED,ENABLED,729
731,2020-03-12 20:03:52.980232,2020-02-11 05:21:51.466129,11,ENABLED,DISABLED,730
732,2020-03-12 20:03:53.078857,2020-02-13 16:33:59.571392,11,DISABLED,ENABLED,731
733,2020-03-12 20:03:53.078857,2020-02-15 13:50:17.255603,11,ENABLED,DISABLED,732
734,2020-03-12 20:03:53.188399,2020-02-22 10:21:48.571392,11,DISABLED,UNLOCKED,733
735,2020-03-12 20:03:53.728380,2019-10-03 09:22:40.571392,12,CREATED,ENABLED,
736,2020-03-12 20:03:53.728380,2019-10-18 17:24:35.771392,12,ENABLED,DISABLED,735
737,2020-03-12 20:03:54.004318,2019-10-22 02:58:34.571392,12,DISABLED,ENABLED,736
738,2020-03-12 20:03:54.004318,2019-10-22 18:59:32.171392,12,ENABLED,DISABLED,737
739,2020-03-12 20:03:54.102797,2019-10-29 00:12:09.571392,12,DISABLED,ENABLED,738
740,2020-03-12 20:03:54.102797,2019-10-29 16:06:23.971392,12,ENABLED,DISABLED,739
741,2020-03-12 20:03:54.178642,2019-11-06 10:34:22.571392,12,DISABLED,ENABLED,740
742,2020-03-12 20:03:54.178642,2019-11-07 02:28:36.971392,12,ENABLED,DISABLED,741
743,2020-03-12 20:03:54.291696,2019-11-12 20:01:43.571392,12,DISABLED,ENABLED,742
744,2020-03-12 20:03:54.291696,2019-11-13 13:43:29.171392,12,ENABLED,DISABLED,743
745,2020-03-12 20:03:54.368416,2019-11-18 20:20:28.571392,12,DISABLED,ENABLED,744
746,2020-03-12 20:03:54.368416,2019-11-19 13:48:47.771392,12,ENABLED,DISABLED,745
747,2020-03-12 20:03:54.441491,2019-11-28 05:55:31.571392,12,DISABLED,ENABLED,746
748,2020-03-12 20:03:54.441491,2019-11-28 21:29:36.371392,12,ENABLED,DISABLED,747
749,2020-03-12 20:03:54.553399,2019-12-03 18:41:54.571392,12,DISABLED,ENABLED,748
750,2020-03-12 20:03:54.553399,2019-12-04 11:56:47.371392,12,ENABLED,DISABLED,749
751,2020-03-12 20:03:54.631462,2019-12-09 14:19:47.571392,12,DISABLED,ENABLED,750
752,2020-03-12 20:03:54.631462,2019-12-10 05:20:16.371392,12,ENABLED,DISABLED,751
753,2020-03-12 20:03:54.711632,2019-12-18 03:07:09.571392,12,DISABLED,ENABLED,752
754,2020-03-12 20:03:54.711632,2019-12-18 18:27:47.971392,12,ENABLED,DISABLED,753
755,2020-03-12 20:03:54.829302,2019-12-26 03:10:17.571392,12,DISABLED,ENABLED,754
756,2020-03-12 20:03:54.829302,2019-12-26 18:51:05.571392,12,ENABLED,DISABLED,755
757,2020-03-12 20:03:54.952764,2020-01-01 20:49:36.571392,12,DISABLED,ENABLED,756
758,2020-03-12 20:03:54.952764,2020-01-02 11:43:22.171392,12,ENABLED,DISABLED,757
759,2020-03-12 20:03:55.076308,2020-01-07 20:10:13.571392,12,DISABLED,ENABLED,758
760,2020-03-12 20:03:55.076308,2020-01-08 12:31:20.771392,12,ENABLED,DISABLED,759
761,2020-03-12 20:03:55.169157,2020-01-16 07:01:25.571392,12,DISABLED,ENABLED,760
762,2020-03-12 20:03:55.169157,2020-01-17 01:03:20.771392,12,ENABLED,DISABLED,761
763,2020-03-12 20:03:55.295399,2020-01-22 16:46:30.571392,12,DISABLED,ENABLED,762
764,2020-03-12 20:03:55.295399,2020-01-23 09:07:37.771392,12,ENABLED,DISABLED,763
765,2020-03-12 20:03:55.428751,2020-01-28 04:49:35.571392,12,DISABLED,ENABLED,764
766,2020-03-12 20:03:55.428751,2020-01-28 20:23:40.371392,12,ENABLED,DISABLED,765
767,2020-03-12 20:03:55.557081,2020-02-05 16:20:51.571392,12,DISABLED,ENABLED,766
768,2020-03-12 20:03:55.557081,2020-02-06 10:02:37.171392,12,ENABLED,DISABLED,767
769,2020-03-12 20:03:55.687892,2020-02-11 10:41:06.571392,12,DISABLED,ENABLED,768
770,2020-03-12 20:03:55.687892,2020-02-12 01:34:52.171392,12,ENABLED,DISABLED,769
771,2020-03-12 20:03:55.818820,2020-02-20 06:04:29.571392,12,DISABLED,ENABLED,770
772,2020-03-12 20:03:55.818820,2020-02-20 21:04:58.371392,12,ENABLED,DISABLED,771
773,2020-03-12 20:03:55.920333,2020-02-25 06:19:30.571392,12,DISABLED,ENABLED,772
774,2020-03-12 20:03:55.920333,2020-02-25 23:20:56.971392,12,ENABLED,DISABLED,773
775,2020-03-12 20:03:56.065021,2020-03-03 13:35:30.571392,12,DISABLED,UNLOCKED,774
1516,2020-03-12 20:04:00.688708,2019-07-14 10:38:51.571392,14,CREATED,ENABLED,
1517,2020-03-12 20:04:00.688708,2019-07-29 09:02:51.571392,14,ENABLED,DISABLED,1516
1518,2020-03-12 20:04:00.968271,2019-08-03 04:20:29.571392,14,DISABLED,ENABLED,1517
1519,2020-03-12 20:04:00.968271,2019-08-03 15:32:29.571392,14,ENABLED,DISABLED,1518
1520,2020-03-12 20:04:01.071292,2019-08-10 07:38:36.571392,14,DISABLED,ENABLED,1519
1521,2020-03-12 20:04:01.071292,2019-08-10 17:36:41.371392,14,ENABLED,DISABLED,1520
1522,2020-03-12 20:04:01.148733,2019-08-17 22:51:26.571392,14,DISABLED,ENABLED,1521
1523,2020-03-12 20:04:01.148733,2019-08-18 08:56:14.571392,14,ENABLED,DISABLED,1522
1524,2020-03-12 20:04:01.228294,2019-08-24 05:41:19.571392,14,DISABLED,ENABLED,1523
1525,2020-03-12 20:04:01.228294,2019-08-24 15:25:57.971392,14,ENABLED,DISABLED,1524
1526,2020-03-12 20:04:01.340627,2019-08-29 21:46:22.571392,14,DISABLED,ENABLED,1525
1527,2020-03-12 20:04:01.340627,2019-08-30 08:04:36.971392,14,ENABLED,DISABLED,1526
1528,2020-03-12 20:04:01.421603,2019-09-06 17:28:31.571392,14,DISABLED,ENABLED,1527
1529,2020-03-12 20:04:01.421603,2019-09-07 04:33:48.371392,14,ENABLED,DISABLED,1528
1530,2020-03-12 20:04:01.546901,2019-09-12 18:25:03.571392,14,DISABLED,ENABLED,1529
1531,2020-03-12 20:04:01.546901,2019-09-13 04:50:01.171392,14,ENABLED,DISABLED,1530
1532,2020-03-12 20:04:01.636715,2019-09-19 14:58:49.571392,14,DISABLED,ENABLED,1531
1533,2020-03-12 20:04:01.636715,2019-09-20 01:43:56.771392,14,ENABLED,DISABLED,1532
1534,2020-03-12 20:04:01.724628,2019-09-28 14:39:16.571392,14,DISABLED,ENABLED,1533
