id,effective_when,account_id,currency,amount
171,2019-11-18 20:20:28.571392,12,KES,156
172,2019-11-28 05:55:31.571392,12,KES,139
173,2019-12-03 18:41:54.571392,12,KES,154
174,2019-12-09 14:19:47.571392,12,KES,134
175,2019-12-18 03:07:09.571392,12,KES,137
176,2019-12-26 03:10:17.571392,12,KES,140
177,2020-01-01 20:49:36.571392,12,KES,133
178,2020-01-07 20:10:13.571392,12,KES,146
179,2020-01-16 07:01:25.571392,12,KES,161
180,2020-01-22 16:46:30.571392,12,KES,146
181,2020-01-28 04:49:35.571392,12,KES,139
182,2020-02-05 16:20:51.571392,12,KES,158
183,2020-02-11 10:41:06.571392,12,KES,133
184,2020-02-20 06:04:29.571392,12,KES,134
185,2020-02-25 06:19:30.571392,12,KES,152
186,2020-03-03 13:35:30.571392,12,KES,67
187,2019-06-15 15:25:48.571392,13,KES,1500
188,2019-06-15 15:25:48.571392,13,KES,1500
189,2020-03-07 06:12:02.571392,13,KES,1500
190,2020-02-26 22:14:03.571392,13,KES,50
191,2020-02-22 07:09:53.571392,13,KES,44
192,2020-02-15 07:32:33.571392,13,KES,45
193,2020-02-07 18:18:42.571392,13,KES,45
194,2020-01-31 19:50:35.571392,13,KES,43
195,2020-01-25 02:49:18.571392,13,KES,45
196,2020-01-10 08:19:31.571392,13,KES,42
197,2020-01-04 11:51:34.571392,13,KES,43
198,2019-12-27 03:19:27.571392,13,KES,46
199,2019-12-12 14:14:10.571392,13,KES,45
200,2019-12-06 05:31:45.571392,13,KES,49
201,2019-11-28 20:01:17.571392,13,KES,48
202,2019-11-15 09:46:46.571392,13,KES,45
203,2019-11-07 02:41:26.571392,13,KES,42
204,2019-10-31 16:11:21.571392,13,KES,49
205,2019-10-25 12:45:40.571392,13,KES,48
206,2019-10-12 05:31:50.571392,13,KES,47
207,2019-09-27 20:38:05.571392,13,KES,45
208,2019-09-13 17:36:47.571392,13,KES,48
209,2019-09-05 15:58:22.571392,13,KES,48
210,2019-08-17 00:33:01.571392,13,KES,47
211,2019-07-26 12:43:58.571392,13,KES,46
212,2019-07-11 15:26:53.571392,13,KES,42
213,2019-06-26 20:07:29.571392,13,KES,46
214,2019-06-21 19:23:46.571392,13,KES,42
215,2019-07-14 10:38:51.571392,14,KES,1500
216,2019-07-14 10:38:51.571392,14,KES,1500
217,2019-07-19 15:42:39.571392,14,KES,95
218,2019-07-26 09:33:24.571392,14,KES,105
219,2019-08-03 04:20:29.571392,14,KES,100
220,2019-08-10 07:38:36.571392,14,KES,89
221,2019-08-17 22:51:26.571392,14,KES,90
222,2019-08-24 05:41:19.571392,14,KES,87
223,2019-08-29 21:46:22.571392,14,KES,92
224,2019-09-06 17:28:31.571392,14,KES,99
225,2019-09-12 18:25:03.571392,14,KES,93
226,2019-09-19 14:58:49.571392,14,KES,96
227,2019-09-28 14:39:16.571392,14,KES,87
228,2019-10-05 07:26:04.571392,14,KES,94
229,2019-10-12 19:57:51.571392,14,KES,96
230,2019-10-20 08:27:20.571392,14,KES,106
231,2019-10-24 11:54:01.571392,14,KES,93
232,2019-11-01 23:24:47.571392,14,KES,88
233,2019-11-09 16:41:48.571392,14,KES,106
234,2019-11-16 11:34:16.571392,14,KES,95
235,2019-11-21 18:34:08.571392,14,KES,89
236,2019-11-29 16:44:53.571392,14,KES,101
237,2019-12-08 01:30:20.571392,14,KES,91
238,2019-12-15 01:02:21.571392,14,KES,101
239,2019-12-20 07:00:08.571392,14,KES,95
240,2019-12-26 21:20:35.571392,14,KES,97
241,2020-01-04 23:29:35.571392,14,KES,90
242,2020-01-11 17:52:16.571392,14,KES,106
243,2020-01-17 05:53:47.571392,14,KES,96
244,2020-01-25 16:12:57.571392,14,KES,104
245,2020-02-01 23:32:38.571392,14,KES,98
246,2020-02-06 13:27:38.571392,14,KES,95
247,2020-02-14 01:52:53.571392,14,KES,94
248,2020-02-23 03:30:40.571392,14,KES,93
249,2020-02-29 01:21:59.571392,14,KES,39
250,2019-08-02 01:13:53.571392,15,KES,1500
251,2019-08-02 01:13:53.571392,15,KES,1500
252,2019-10-31 19:36:09.571392,15,KES,115
253,2019-09-04 03:18:13.571392,15,KES,109
254,2019-06-27 01:35:05.571392,16,KES,1500
255,2019-06-27 01:35:05.571392,16,KES,1500
256,2019-07-03 12:43:08.571392,16,KES,83
257,2019-07-10 05:37:24.571392,16,KES,89
258,2019-07-16 18:29:12.571392,16,KES,93
259,2019-07-24 02:53:55.571392,16,KES,86
260,2019-07-31 02:27:49.571392,16,KES,96
261,2019-08-06 00:55:36.571392,16,KES,80
262,2019-08-14 02:49:31.571392,16,KES,88
263,2019-08-20 12:25:36.571392,16,KES,95
264,2019-08-26 08:29:54.571392,16,KES,85
265,2019-09-02 23:31:41.571392,16,KES,97
266,2019-09-10 02:50:44.571392,16,KES,89
267,2019-09-16 15:31:33.571392,16,KES,86
268,2019-09-24 11:47:24.571392,16,KES,89
269,2019-09-30 05:48:13.571392,16,KES,83
270,2019-10-07 21:25:49.571392,16,KES,81
271,2019-10-15 12:01:42.571392,16,KES,93
272,2019-10-21 20:38:07.571392,16,KES,84
273,2019-10-28 14:46:24.571392,16,KES,93
274,2019-11-05 07:47:54.571392,16,KES,83
275,2019-11-12 22:25:43.571392,16,KES,89
276,2019-11-18 08:03:46.571392,16,KES,89
277,2019-11-27 08:15:32.571392,16,KES,89
278,2019-12-04 00:52:09.571392,16,KES,81
279,2019-12-09 12:19:51.571392,16,KES,82
280,2019-12-18 04:43:31.571392,16,KES,86
281,2019-12-25 12:47:25.571392,16,KES,94
282,2020-01-01 12:43:50.571392,16,KES,96
283,2020-01-07 09:18:37.571392,16,KES,80
284,2020-01-14 09:16:43.571392,16,KES,84
285,2020-01-22 11:23:47.571392,16,KES,88
286,2020-01-29 05:13:09.571392,16,KES,84
287,2020-02-04 11:10:48.571392,16,KES,81
288,2020-02-12 15:31:43.571392,16,KES,97
289,2020-02-18 06:15:28.571392,16,KES,88
290,2020-02-25 01:09:52.571392,16,KES,82
291,2020-03-02 21:13:29.571392,16,KES,37
292,2019-10-05 04:21:51.571392,17,KES,1500
293,2019-10-05 04:21:51.571392,17,KES,1500
294,2020-03-05 11:15:36.571392,17,KES,1500
295,2020-02-28 08:59:32.571392,17,KES,90
296,2020-02-20 10:26:11.571392,17,KES,88
297,2020-02-14 18:43:04.571392,17,KES,89
298,2020-01-29 19:29:13.571392,17,KES,76
299,2020-01-23 19:45:34.571392,17,KES,92
300,2020-01-18 03:26:47.571392,17,KES,76
301,2020-01-09 22:54:01.571392,17,KES,76
302,2020-01-01 13:03:19.571392,17,KES,86
303,2019-12-26 03:23:31.571392,17,KES,88
304,2019-12-18 18:15:46.571392,17,KES,89
305,2019-12-05 13:33:07.571392,17,KES,92
306,2019-11-29 22:13:10.571392,17,KES,79
307,2019-11-20 17:10:07.571392,17,KES,90
308,2019-11-13 19:21:50.571392,17,KES,88
309,2019-11-06 17:19:17.571392,17,KES,88
310,2019-10-25 05:57:33.571392,17,KES,82
311,2019-10-16 04:59:54.571392,17,KES,84
312,2019-10-10 17:41:20.571392,17,KES,81
313,2019-10-03 09:21:49.571392,18,KES,1500
314,2019-10-03 09:21:49.571392,18,KES,1500
315,2019-10-08 11:56:32.571392,18,KES,152
316,2019-10-14 13:08:37.571392,18,KES,149
317,2019-10-22 00:10:45.571392,18,KES,149
318,2019-10-30 15:27:18.571392,18,KES,151
319,2019-11-06 23:32:42.571392,18,KES,158
320,2019-11-14 02:43:45.571392,18,KES,148
321,2019-11-19 13:41:22.571392,18,KES,145
322,2019-11-26 04:47:28.571392,18,KES,145
323,2019-12-04 21:10:37.571392,18,KES,154
324,2019-12-10 08:05:57.571392,18,KES,148
325,2019-12-17 14:08:22.571392,18,KES,140
326,2019-12-26 09:16:43.571392,18,KES,136
327,2019-12-31 01:24:32.571392,18,KES,137
328,2020-01-08 22:44:01.571392,18,KES,152
329,2020-01-16 07:42:48.571392,18,KES,142
330,2020-01-20 20:07:23.571392,18,KES,134
331,2020-01-27 19:31:07.571392,18,KES,139
332,2020-02-05 12:06:21.571392,18,KES,134
333,2020-02-13 04:11:15.571392,18,KES,156
334,2020-02-17 18:27:50.571392,18,KES,156
335,2020-02-24 10:55:16.571392,18,KES,136
336,2020-03-04 14:41:14.571392,18,KES,39
337,2019-09-21 06:14:21.571392,19,KES,1500
338,2019-09-21 06:14:21.571392,19,KES,1500
339,2020-03-05 23:08:45.571392,19,KES,1500
340,2020-02-26 23:03:44.571392,19,KES,81
341,2020-02-21 05:08:16.571392,19,KES,77
342,2020-02-13 12:18:33.571392,19,KES,74
343,2020-02-07 07:39:18.571392,19,KES,80
344,2020-01-29 23:25:17.571392,19,KES,69
345,2020-01-17 12:37:17.571392,19,KES,78
346,2020-01-02 10:55:00.571392,19,KES,69
347,2019-12-25 22:37:49.571392,19,KES,75
348,2019-12-18 19:57:00.571392,19,KES,70
349,2019-12-12 01:00:01.571392,19,KES,77
350,2019-12-06 07:50:14.571392,19,KES,75
351,2019-11-28 08:58:07.571392,19,KES,78
352,2019-11-15 20:10:16.571392,19,KES,78
353,2019-11-08 12:56:31.571392,19,KES,77
354,2019-10-30 07:32:24.571392,19,KES,83
355,2019-10-24 07:14:47.571392,19,KES,83
356,2019-10-17 22:49:24.571392,19,KES,82
357,2019-10-09 07:42:50.571392,19,KES,72
358,2019-10-03 10:52:31.571392,19,KES,78
359,2019-09-25 06:56:35.571392,19,KES,74
360,2019-08-30 15:34:24.571392,20,KES,1500
361,2019-08-30 15:34:24.571392,20,KES,1500
362,2020-03-05 15:06:23.571392,20,KES,1500
363,2020-02-28 02:01:35.571392,20,KES,68
364,2020-02-21 10:59:09.571392,20,KES,67
365,2020-02-06 17:37:48.571392,20,KES,63
366,2020-01-24 14:09:33.571392,20,KES,67
367,2020-01-14 18:01:11.571392,20,KES,68
368,2019-12-25 09:41:46.571392,20,KES,68
369,2019-12-18 07:15:35.571392,20,KES,65
370,2019-12-12 11:00:42.571392,20,KES,67
371,2019-12-05 22:45:01.571392,20,KES,64
372,2019-11-26 15:49:36.571392,20,KES,72
373,2019-11-19 22:40:07.571392,20,KES,65
374,2019-11-08 13:58:25.571392,20,KES,68
375,2019-10-25 02:59:57.571392,20,KES,69
376,2019-10-15 19:34:45.571392,20,KES,63
377,2019-10-11 03:46:01.571392,20,KES,72
378,2019-09-26 13:24:32.571392,20,KES,61
379,2019-09-19 07:11:10.571392,20,KES,65
380,2019-09-12 01:50:22.571392,20,KES,61
381,2019-07-11 20:56:40.571392,21,KES,1500
382,2019-07-11 20:56:40.571392,21,KES,1500
383,2019-07-17 16:11:31.571392,21,KES,105
384,2019-07-25 06:18:18.571392,21,KES,98
385,2019-07-30 15:04:34.571392,21,KES,87
386,2019-08-06 11:53:15.571392,21,KES,100
387,2019-08-14 07:38:16.571392,21,KES,100
388,2019-08-20 10:55:04.571392,21,KES,93
389,2019-08-27 03:41:33.571392,21,KES,88
390,2019-09-05 04:18:27.571392,21,KES,98
391,2019-09-11 07:42:43.571392,21,KES,102
392,2019-09-16 23:24:18.571392,21,KES,105
393,2019-09-24 19:09:14.571392,21,KES,93
394,2019-10-03 06:41:36.571392,21,KES,90
395,2019-10-10 07:25:01.571392,21,KES,97
396,2019-10-15 22:28:44.571392,21,KES,98
397,2019-10-23 20:20:57.571392,21,KES,94
398,2019-10-31 13:11:42.571392,21,KES,97
399,2019-11-07 16:06:37.571392,21,KES,95
400,2019-11-12 09:14:17.571392,21,KES,95
401,2019-11-20 15:08:00.571392,21,KES,98
402,2019-11-26 13:47:52.571392,21,KES,95
403,2019-12-03 11:55:15.571392,21,KES,102
404,2019-12-10 15:11:17.571392,21,KES,93
405,2019-12-18 21:38:06.571392,21,KES,91
406,2019-12-24 06:36:59.571392,21,KES,94
407,2019-12-31 14:37:36.571392,21,KES,101
408,2020-01-07 04:21:00.571392,21,KES,89
409,2020-01-14 11:50:38.571392,21,KES,93
410,2020-01-23 19:51:23.571392,21,KES,99
411,2020-01-29 20:29:19.571392,21,KES,93
412,2020-02-04 15:22:25.571392,21,KES,88
413,2020-02-12 20:16:16.571392,21,KES,90
414,2020-02-19 17:51:31.571392,21,KES,103
415,2020-02-26 01:58:07.571392,21,KES,36
416,2019-07-31 12:02:15.571392,22,KES,1500
417,2019-07-31 12:02:15.571392,22,KES,1500
418,2019-08-06 03:54:23.571392,22,KES,113
419,2019-08-12 01:24:30.571392,22,KES,94
420,2019-08-21 10:41:49.571392,22,KES,106
421,2019-08-26 11:59:39.571392,22,KES,97
422,2019-09-02 01:48:51.571392,22,KES,113
423,2019-09-09 00:57:32.571392,22,KES,96
424,2019-09-18 06:18:53.571392,22,KES,95
425,2019-09-23 13:56:00.571392,22,KES,97
426,2019-10-01 08:45:09.571392,22,KES,105
427,2019-10-06 20:53:09.571392,22,KES,111
428,2019-10-13 23:26:54.571392,22,KES,102
429,2019-10-20 18:18:14.571392,22,KES,101
430,2019-10-28 00:00:24.571392,22,KES,110
431,2019-11-04 18:31:32.571392,22,KES,100
432,2019-11-11 23:35:31.571392,22,KES,113
433,2019-11-20 11:32:43.571392,22,KES,95
434,2019-11-24 14:46:30.571392,22,KES,93
435,2019-12-02 04:47:16.571392,22,KES,98
436,2019-12-09 13:19:01.571392,22,KES,107
437,2019-12-16 04:12:11.571392,22,KES,104
438,2019-12-24 16:23:57.571392,22,KES,93
439,2019-12-30 19:54:05.571392,22,KES,94
440,2020-01-07 22:24:13.571392,22,KES,112
441,2020-01-12 22:01:24.571392,22,KES,104
442,2020-01-20 06:59:21.571392,22,KES,103
443,2020-01-26 16:33:49.571392,22,KES,113
444,2020-02-04 20:10:07.571392,22,KES,98
445,2020-02-10 22:47:58.571392,22,KES,107
446,2020-02-17 12:43:53.571392,22,KES,97
447,2020-02-25 21:11:39.571392,22,KES,106
448,2020-03-02 10:00:18.571392,22,KES,23
449,2019-06-06 06:00:35.571392,23,KES,800
450,2019-06-06 06:00:35.571392,23,KES,800
451,2020-01-07 14:08:29.571392,23,KES,98
452,2019-12-23 13:32:39.571392,23,KES,99
453,2019-12-04 00:54:57.571392,23,KES,87
454,2019-08-28 21:55:04.571392,23,KES,86
455,2019-06-05 17:08:10.571392,24,KES,800
456,2019-06-05 17:08:10.571392,24,KES,800
457,2019-09-24 09:29:15.571392,24,KES,92
458,2019-08-18 23:03:46.571392,24,KES,99
459,2019-07-17 08:46:19.571392,24,KES,102
460,2019-07-03 01:42:11.571392,24,KES,91
461,2019-09-05 07:52:56.571392,25,KES,800
462,2019-09-05 07:52:56.571392,25,KES,800
463,2020-03-11 12:09:33.571392,25,KES,800
464,2020-03-04 08:54:24.571392,25,KES,113
465,2020-02-25 20:36:15.571392,25,KES,126
466,2020-02-11 17:46:13.571392,25,KES,109
467,2020-02-06 02:34:37.571392,25,KES,112
468,2020-01-29 13:46:46.571392,25,KES,120
469,2020-01-21 14:38:00.571392,25,KES,113
470,2020-01-14 10:08:54.571392,25,KES,105
471,2020-01-08 17:27:20.571392,25,KES,114
472,2019-12-25 01:23:22.571392,25,KES,105
473,2019-12-16 22:09:09.571392,25,KES,127
474,2019-12-11 04:32:20.571392,25,KES,119
475,2019-11-26 02:27:51.571392,25,KES,110
476,2019-11-19 19:22:24.571392,25,KES,119
477,2019-11-13 13:29:00.571392,25,KES,124
478,2019-11-04 19:20:30.571392,25,KES,120
479,2019-10-29 09:30:50.571392,25,KES,124
480,2019-10-22 01:24:19.571392,25,KES,116
481,2019-10-15 11:58:03.571392,25,KES,125
482,2019-10-10 05:11:01.571392,25,KES,123
483,2019-10-02 08:11:52.571392,25,KES,110
484,2019-09-24 12:23:32.571392,25,KES,107
485,2019-09-12 07:08:25.571392,25,KES,116
486,2019-09-23 12:32:10.571392,26,KES,800
487,2019-09-23 12:32:10.571392,26,KES,800
488,2020-03-08 20:13:42.571392,26,KES,800
489,2020-02-28 19:24:18.571392,26,KES,133
490,2020-02-14 14:09:53.571392,26,KES,120
491,2020-02-08 20:05:46.571392,26,KES,124
492,2020-02-01 07:16:01.571392,26,KES,128
493,2020-01-26 15:25:53.571392,26,KES,135
494,2020-01-17 14:36:21.571392,26,KES,123
495,2020-01-12 15:52:20.571392,26,KES,145
496,2020-01-06 02:28:58.571392,26,KES,139
497,2019-12-20 21:06:38.571392,26,KES,140
498,2019-11-22 14:57:04.571392,26,KES,132
499,2019-11-18 11:03:18.571392,26,KES,140
500,2019-11-09 15:28:21.571392,26,KES,125
501,2019-11-03 03:46:38.571392,26,KES,129
502,2019-10-26 20:16:02.571392,26,KES,143
503,2019-10-19 23:49:29.571392,26,KES,137
504,2019-10-11 19:12:41.571392,26,KES,133
505,2019-10-05 20:31:15.571392,26,KES,145
506,2019-09-29 20:50:43.571392,26,KES,136
507,2019-05-24 22:38:31.571392,27,KES,800
508,2019-05-24 22:38:31.571392,27,KES,800
509,2019-05-30 02:29:32.571392,27,KES,90
510,2019-06-07 07:10:33.571392,27,KES,87
511,2019-06-12 00:49:06.571392,27,KES,90
512,2019-06-19 00:31:25.571392,27,KES,97
513,2019-06-27 16:58:20.571392,27,KES,91
514,2019-07-03 20:24:06.571392,27,KES,100
515,2019-07-12 02:42:44.571392,27,KES,96
516,2019-07-18 05:13:51.571392,27,KES,90
517,2019-07-25 13:00:36.571392,27,KES,87
518,2019-07-31 05:46:37.571392,27,KES,90
519,2019-08-07 01:59:32.571392,27,KES,90
520,2019-08-14 01:57:55.571392,27,KES,100
521,2019-08-21 05:25:53.571392,27,KES,86
522,2019-08-29 11:50:10.571392,27,KES,88
523,2019-09-06 02:26:37.571392,27,KES,89
524,2019-09-12 12:34:44.571392,27,KES,89
525,2019-09-19 18:26:16.571392,27,KES,92
526,2019-09-26 02:10:38.571392,27,KES,90
527,2019-10-03 04:29:36.571392,27,KES,99
528,2019-10-09 09:13:22.571392,27,KES,92
529,2019-10-17 12:59:45.571392,27,KES,100
530,2019-10-25 06:27:44.571392,27,KES,83
531,2019-11-01 19:07:23.571392,27,KES,94
532,2019-11-07 14:20:29.571392,27,KES,101
533,2019-11-14 23:15:59.571392,27,KES,100
534,2019-11-21 23:09:02.571392,27,KES,97
535,2019-11-29 05:41:16.571392,27,KES,85
536,2019-12-05 12:30:01.571392,27,KES,89
537,2019-12-13 02:49:03.571392,27,KES,90
538,2019-12-18 08:14:55.571392,27,KES,87
539,2019-12-27 16:49:16.571392,27,KES,98
540,2020-01-03 09:17:08.571392,27,KES,95
541,2020-01-08 06:12:32.571392,27,KES,93
542,2020-01-15 12:09:11.571392,27,KES,89
543,2020-01-23 07:18:44.571392,27,KES,94
544,2020-01-29 20:51:39.571392,27,KES,85
545,2020-02-07 03:50:41.571392,27,KES,101
546,2020-02-14 05:40:21.571392,27,KES,95
547,2020-02-19 00:56:36.571392,27,KES,91
548,2019-06-02 21:47:16.571392,28,KES,800
549,2019-06-02 21:47:16.571392,28,KES,800
550,2020-01-17 19:59:31.571392,28,KES,99
551,2020-01-11 16:06:47.571392,28,KES,99
552,2019-12-29 11:45:01.571392,28,KES,88
553,2019-12-06 14:20:01.571392,28,KES,85
554,2019-11-15 05:01:18.571392,28,KES,94
555,2019-07-14 06:21:02.571392,28,KES,94
556,2019-06-21 13:42:28.571392,28,KES,90
557,2019-07-06 04:27:38.571392,29,KES,800
